base,writer_260,forged_2.png,0.1000,0.4982,writer_314,false_acceptance
base,writer_260,forged_2.png,0.1000,0.4982,writer_314,false_acceptance
base,writer_261,forged_2.png,0.0819,0.4982,writer_314,false_acceptance
base,writer_260,forged_1.png,0.1047,0.4982,writer_314,false_acceptance
base,writer_264,forged_3.png,0.0987,0.4982,writer_263,false_acceptance
base,writer_260,genuine_2.png,0.0515,0.4982,writer_264,false_acceptance
base,writer_260,genuine_3.png,0.0550,0.4982,writer_264,false_acceptance
base,writer_260,forged_1.png,0.0523,0.4982,writer_310,false_acceptance
base,writer_260,forged_2.png,0.0535,0.4982,writer_298,false_acceptance
base,writer_260,forged_2.png,0.0535,0.4982,writer_298,false_acceptance
base,writer_261,forged_2.png,0.0645,0.4982,writer_298,false_acceptance
base,writer_261,forged_3.png,0.0575,0.4982,writer_303,false_acceptance
base,writer_260,forged_3.png,0.0545,0.4982,writer_303,false_acceptance
base,writer_260,forged_3.png,0.0545,0.4982,writer_303,false_acceptance
base,writer_260,forged_1.png,0.0523,0.4982,writer_310,false_acceptance
base,writer_260,forged_2.png,0.0535,0.4982,writer_298,false_acceptance
base,writer_260,forged_3.png,0.0545,0.4982,writer_303,false_acceptance
