enhanced,writer_260,genuine_2.png,0.0726,0.8270,writer_261,false_acceptance
enhanced,writer_261,genuine_1.png,0.0000,0.8270,writer_261,true_accept
enhanced,writer_261,genuine_2.png,0.0000,0.8270,writer_261,true_accept
enhanced,writer_260,genuine_3.png,0.0544,0.8270,writer_261,false_acceptance
enhanced,writer_261,forged_2.png,1.3990,0.8270,writer_278,true_reject
enhanced,writer_261,forged_5.png,1.1848,0.8270,writer_278,true_reject
enhanced,writer_261,forged_4.png,1.2707,0.8270,writer_278,true_reject
enhanced,writer_260,forged_3.png,1.2753,0.8270,writer_278,true_reject
enhanced,writer_260,forged_2.png,1.0972,0.8270,writer_278,true_reject
enhanced,writer_260,genuine_2.png,0.0000,0.8270,writer_260,true_accept
enhanced,writer_260,genuine_1.png,0.0000,0.8270,writer_260,true_accept
enhanced,writer_260,genuine_3.png,0.0000,0.8270,writer_260,true_accept
enhanced,writer_260,genuine_2.png,0.0832,0.8270,writer_262,false_acceptance
enhanced,writer_272,genuine_6.png,0.0480,0.8270,writer_298,false_acceptance
enhanced,writer_263,genuine_2.png,0.0649,0.8270,writer_269,false_acceptance
enhanced,writer_265,genuine_4.png,0.0539,0.8270,writer_269,false_acceptance
enhanced,writer_263,genuine_3.png,0.0000,0.8270,writer_263,true_accept
enhanced,writer_268,forged_5.png,1.1262,0.8270,writer_278,true_reject
enhanced,writer_260,forged_2.png,1.0710,0.8270,writer_278,true_reject
enhanced,writer_260,genuine_2.png,0.0630,0.8270,writer_264,false_acceptance
enhanced,writer_260,forged_1.png,1.8473,0.8270,writer_302,true_reject
enhanced,writer_260,forged_3.png,1.8804,0.8270,writer_296,true_reject
enhanced,writer_260,forged_1.png,1.8473,0.8270,writer_302,true_reject
enhanced,writer_260,forged_3.png,1.8804,0.8270,writer_296,true_reject
